index,text,location
1085,"RT @_America_First: Coming into EU and the US Daily! The San Bernardino Victims were mostly liberals now that area has Trump signs! https:¡­","Texas"
1086,"RT @FoxNews: .@oreillyfactor: Many in the media believe that journalists are not acting responsibly unless they...are labeling Trump a big¡­","Huntersville - NC"
1087,"RT @MomsforMorals: @PConditioner @ErinLichnovsky @jphilman0206 The darkness will come if Trump is elected &amp; turns out 2 b a failure like 0!¡­","Warner Robins Ga"
1088,"RT @TheDailyShow: Senior Jewish Correspondent @AdamLowitt to the woman making a Nazi salute at a Trump rally. https://t.co/SZJi50AyC7 https¡­","ireland"
1089,"RT @CronkiteSays: BREAKING NEWS Hillary says Donald Trump is a danger to the world order he can't go around always putting America first it¡­","United States"
1090,"RT @TrussElise: #TRUMP &amp; Citizens VS GLOBALIST GOP WE SUPPORT &amp; VOTE 4 #ALWAYSTRUMP https://t.co/0dI9TD0zXP https://t.co/63nMaJGjB1","georgia"
1091,"RT @ToddJClausen: #Lightning strikes Trump Tower. We're going to try not to read too much into this. #tru... (Vine by @USATODAY) https://t.¡­","Rochester - NY"
1092,"RT @UnPoliticalPrty: #Trump says most #Muslims are great people but everyone knows the #Muslim problem of violence #Islam Must see... h¡­","Phoenix - AZ"
1093,"RT @pazzudealsinc: @CLewandowski_ Political Science Professor: Odds Of President Trump Range BETWEEN 97% AND 99% https://t.co/3cOZHTMbWT¡­ v¡­","Ohio"
1094,"RT @steph93065: .@Greta Trump is doing just fine without advice from @Karlrove; the guy who presided over two devastating loses. THANKS a¡­","Maryland "
1095,"RT @Don_Vito_08: TRUMP FOR PRESIDENT #Alwaytrump ?Utah ?Arizona #TrumpTrain #Trump2016 @realDonaldTrump #NeverClinton https://t.co/v7Zt¡­","Merced - CA"
1096,"RT @pprincessjasmin: It's funny how Trump supporters say that all of Bernie's supporters are uneducated and come from Twitter but they agre¡­","she/her//nj usa"
1097,"FACE OF NEW CONSERVATISM??=&gt; Trump-Haters Start List of Trump Supporters to Blackball and Punish https://t.co/zKS8kcLXwA via @gatewaypundit","Mississippi"
1098,"FACE OF NEW CONSERVATISM??=&gt; Trump-Haters Start List of Trump Supporters to Blackball and Punish https://t.co/kMwap9lFRa via @gatewaypundit","Mississippi"
1099,"RT @thehill: WATCH: Lightning strikes Trump Tower in Chicago as Trump declared primary winner https://t.co/E73f1azRlt https://t.co/akv3kIQL¡­","University of South Florida"
1100,"RT @jaynordlinger: For Reaganite conservatives a more serious foe than Trump? Defeatism. Resignation. Don't give in. And Godspeed @tedcru¡­","Southern California"
1101,"RT @AnnCoulter: Hillary has less than half the delegates needed for nomination. Trump has more than half. Media: Hillary=champion! Trump=co¡­","New York "
1102,"RT @GoDonaldTrump: @FoxBusiness @FoxNews @realDonaldTrump @Varneyco THANKYOU ARIZONA!!!FROM TEXAS!! TRUMP LANDSLIDE!!! PRESIDENT DONALD J T¡­","United States"
1103,"The more people from the left call Trump a racist..the more I want to back him 10000000000%. My family and I are... https://t.co/qtE4tXDc4O","Land of the FREE"
1104,"RT @TrussElise: #TRUMP &amp; Citizens VS GLOBALIST GOP WE SUPPORT &amp; VOTE 4 #ALWAYSTRUMP https://t.co/0dI9TD0zXP https://t.co/63nMaJGjB1","NH USA "
1105,"@POLITICOMag @politico Because if they are gullable enough 2 buy what is in the bible they are gullable enough 2 fall 4 the crap Trump spews","Detroit - MI"
1106,"RT @LiteisoN: Traditionally Dems fall in love &amp; Repubs fall in line. Under the Trump movement both apply. Lindsey Graham https://t.co/4¡­","Dallas - Texas"
1107,"RT @mitchellvii: Cruz's smart play here would be to drop out after AZ endorse Trump and hope for a spot on his Cabinet. If he continues h¡­","USA"
1108,"RT @instotus: Radio host and former police officer John Cardillo says 90% of #Chicago police officers support #Trump. #Instotus https://t.c¡­","Las Vegas"
1109,"If the #DNC thinks Independents will vote for #Hillary just to get a #Democrat in office they're in for a surprise. She ensures a #Trump win","WTF? USA"
1110,"RT @TrussElise: https://t.co/0UNpteBGia https://t.co/wNAohTrK43 ¡­ WHO OWNS YOUR CANDIDATE &amp; MEDIA? GLOBALISTS? NO 1 OWNS #Trump https://t¡­","California - USA"
1111,"RT @kindcutesteve: Trump Voters¡¯ Aversion To Foreign-Sounding Names Cost Him Delegates https://t.co/fyZ3yMLsbq #p2 #AINF #TNTVote https://t¡­","houston tx"
1112,"RT @MattWalshBlog: If Trump does not get a majority of delegates it means a majority don't want him and the will of the people is to nom¡­","Tallahassee - Florida"
1113,"RT @IBTimes: What's the best way to convince voters not to show up? Donald Trump as the GOP nominee https://t.co/15Q4mZ8Q56 https://t.co/8p¡­","Colorado Springs - CO "
1114,"RT @rocketpictures: Donald Trump (He Don't Give a F***) [feat. RKVC] - Single by Professor Puppet is now available on iTunes. Wow. https:/¡­","Yukon - OK"
1115,"RT @ThePatriot143: Labor Union Leadership ¡°Freaking Out¡± as Membership Supports Donald Trump¡­https://t.co/RpxPzWFbrI https://t.co/U3VJIwXQGm","Scottsdale -AZ"
1116,"Establishment's portrayal of #Trump as the problem is the same kind of lies we've come to expect. We're not buying it #MakeAmericaGreatAgain","Tower of Friggin Babel - USSA"
1117,"RT @Johnatsrs1949: @GOP We're keeping track of those playing 'stop Trump' Game. We'll be coming for you when you're up for re-election htt¡­","North America - East & West"
1118,"RT @mlcalderone: Politico joins growing ranks of outlets barred from Trump events after critical coverage: https://t.co/bJ4QpaJs7g https://¡­","Belmont - CA"
1119,"RT @realDonaldTrump: Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on o¡­","Trumpland USA"
1120,"RT @Texasjimj: Trump &amp; Hillary are like 2 peas in a pod &amp; came from the same mold! They are both crooked &amp; became rich on the backs of the ¡­","USA"
1121,"RT @kindcutesteve: Marco Rubio took 52% of Hispanic vote vs. 27% for Donald Trump https://t.co/p2X6SWoWlA #p2 #AINF #TNTVote https://t.co/y¡­","houston tx"
1122,"RT @TeachMe2D0ugie: If Donald Trump wins the presidency with no background in politics I shouldn't have to graduate college to get a good j¡­","#Bernie2016"
1123,"RT @FoxNews: .@oreillyfactor: Many in the media believe that journalists are not acting responsibly unless they...are labeling Trump a big¡­","Florida"
1124,"RT @jbendery: Trump has done more than a dozen TV interviews without a single question about his top aide assaulting a reporter https://t.c¡­","South of Boston"
1125,"RT @Lawrence: CORRECTION: Tonight @TheLastWord 10pm @stuartpstevens will explain why white voters CAN'T make Trump a winner. https://t.co/¡­","Hampton Roads - Va"
1126,"RT @DREWDISCIPLE: Not only did Trump knock #LittleMarco out of the presidential race he may have knocked him out of politics for GOOD http¡­","I.D.O.C.R.A.C.Y U.S.A"
1127,"RT @heymikemayo: i just got thrown out of the trump rally for crime of filming/tweeting. was given choice of jail/arrest or leaving by pbso¡­","nj??hsbeneyavfahm"
1128,"RT @footlooseracer: The best result of Trump winning nomination and WH is the internal strife that occurs w establishment &amp; donors. Major¡­","Connecticut - USA"
1129,"RT @MattWalshBlog: Sorry Trump voters you don't get to force that damned clown on me then tell me it's my fault if Hillary wins. No that¡­","? USA ?"
1130,"RT @JennInTexas88: @mitchellvii He won't get a cab spot. Too damaged not worth it for Trump to try 2 redeem him esp with the #OpCruz hook¡­","Florida"
1131,"RT @heymikemayo: i just got thrown out of the trump rally for crime of filming/tweeting. was given choice of jail/arrest or leaving by pbso¡­","New Orleans - LA"
1132,"?????????Trump THE Only Common Sense Candidate! .#TrumpTrain #Trump2016 #MAGA ???? .@Mferris67 .#GoodJobsMatter https://t.co/TZCixTrJE3","Tennessee - USA"
1133,"RT @dovorah001: The most respected &amp; anointed men and women ALL endorse #Trump for a reason???????? #Utah #Pennsylvania #Trump2016 https://t.¡­","Oklahoma USA"
1134,"@iamjohnoliver Check out my #Trump &amp; #Palin #MashUp Just proves I can truly polish a turd ??https://t.co/fta9JhuluI https://t.co/IoM3zGVVLU","FOLLOW IF YOU WANT CHANGE"
1135,"RT @kindcutesteve: Dems predict electoral disaster for GOP under Trump (if we vote) https://t.co/BkJMzzvkj9 #p2 #AINF #TNTVote https://t.co¡­","houston tx"
1136,"RT @YaimaCosta: I like Trump because he's a business man not a politician What a great way to think. I like my surgeons to be real estate¡­","Albion "
1137,"RT @mitchellvii: Trump isn't going to kill the GOPe it's already dead and had a $35 million funeral in Florida. This is Night of the Livi¡­","Boise - ID"
1138,"RT @DonaldJTrumpJr: It's pretty embarrassing. Trump supporters were articulate and the antis could barely speak and had no answers. https:¡­"," Florida - near Orlando"
1139,"RT @JoyAnnReid: Trump is the symptom. The reactionary extremism that the GOP allowed to overtake it once Obama was elected and re-elected i¡­","Boulder - Colorado - USA"
1140,"RT @sandyaschneider: Charles Krauthammer and Judge Napolitano are on Bret Baier and both agreed that Trump could beat Hillary and the Democ¡­","Michigan - USA"
1141,"RT @CronkiteSays: BREAKING NEWS Hillary says Donald Trump is a danger to the world order he can't go around always putting America first it¡­","Las Vegas"
1142,"RT @USAHipster: #Trump leader? vets? jobs? wall? immigration? repeal Obamacare? 2nd Amendment?Christians?military? #BlueLivesMatter? https:¡­","Dallas - Texas"
1143,"RT @MarylandAJ92: @danjdob @HarrietBaldwin @Gaybotarian I tweeted about 2 weeks ago that Hannity should just blow Trump and get it over wit¡­","Florida"
1144,"RT @SheriffClarke: https://t.co/LXDIrZtj3r @JohnKasich is anti gun and anti cop and people say Trump is not conservative? Seriously? https:¡­","Bronx - NY"
1145,"RT @girlziplocked: 1) Bernie does well in states where white working class people are hurting but don't respond to Trump's racist xenophob¡­","North Carolina"
1146,"RT @ScottBLG: Soros Gave $8M to Hillary $700K to Kasich Campaign &amp;Does Business w/Trump.#pjnet #cruz #ccot https://t.co/C4zHZvZFx1 https://¡­","Ga"
1147,"RT @kevinwill77: Item: Leftists the media unions U. S. Govt. liberals radical Soros groups ..all denounce Trump! (as if he needed th¡­","SAN DIEGO - CA"
1148,"RT @bad_bad_bernie: Republicans before Trump dominated: We can beat Trump Dems now: Hillary can beat Trump ONLY BERNIE CAN STOP TRUMP ¡­","Florida"
1149,"RT @immigrant4trump: Greatest SUPPORT VIDEO - The Real Donald Trump #Trump2016 #AlwaysTrump #VoteTrump #AZPrimary #tcot https://t.co/eO3qSr¡­","Southern Raised-TN - MS - now TX"
1150,"RT @2NE1PB1984: Facts like this will continue to be dug up all the way 2 election. Will it B Hillary emails or Trump hate that wins https:¡­","San Francisco - CA"
1151,"RT @kindcutesteve: National Spanish Survey: Clinton Trounces Trump Among Latino Voters https://t.co/wzo6D6vGHL #p2 #AINF #TNTvote https://t¡­","houston tx"
1152,"RT @ianbremmer: Trump on foreign policy advisors: I¡¯m speaking with myself number one because I have a very good brain and I¡¯ve said a l¡­","Panam¨¢ City - Panam¨¢"
1153,"Half of O'Reilly's show is him trying to prove to Trump he's biased enough for him Other half is him trying to prove to audience he isn't..","North East Coast"
1154,"RT @citizensrock: Have you seen the ugly face of conservatism that¡¯s responsible for #GovernmentGridlock and the rise of #Trump? https://t.¡­","Southwest From Southwest"
1155,"RT @Communism_Kills: My college mentor and Ben Carson's former economic advisor on Carson's decision to endorse Trump. https://t.co/FAPEu¡­","Brooklyn"
1156,"RT @ChristieC733: Let's get this straight #GOPe must destroy Trump to prevent a Hillary win by destroying their base which ensures a Hilla¡­","Connecticut - USA"
1157,"RT @SteeleAndUngar: Could Trump¡¯s use of language lead to the same result as Richard Nixon¡¯s words in 1970? GUEST @jimrobenalt joins https:¡­","DC Metro Area"
1158,"RT @heymikemayo: i just got thrown out of the trump rally for crime of filming/tweeting. was given choice of jail/arrest or leaving by pbso¡­","A li'l cottage in the Forest."
1159,"RT @SteeleAndUngar: Could Trump¡¯s use of language lead to the same result as Richard Nixon¡¯s words in 1970? GUEST @jimrobenalt joins https:¡­","Cleveland - Ohio"
1160,"Carson on accusation Trump plagiarized his op-ed:'It doesn¡¯t bother me at all¡¯ Cuz Trump's giving me SurgeonGen job! https://t.co/DnDTLjVLRt","USA"
1161,"RT @RawStory: Police seek arrest of another Trump supporter for bloody violent assault on black activist https://t.co/pS04D6yFob https://t¡­","Connecticut - USA"
1162,"RT @HispanicsTrump: The @GOP needs to remember this pledge goes both ways! They need to keep their promise and support Trump! #Trump2016 ht¡­","ohio"
1163,"RT @Johnatsrs1949: @GOP We're keeping track of those playing 'stop Trump' Game. We'll be coming for you when you're up for re-election htt¡­","Virginia Beach - VA"
1164,"RT @mlcalderone: Politico joins growing ranks of outlets barred from Trump events after critical coverage: https://t.co/bJ4QpaJs7g https://¡­","United States"
1165,"RT @collins_ter: I lost any respect for Gov Kasich I had left when he refused to debate if Trump wouldn't debate. Looks like they are both ¡­","Pennsylvania"
1166,"RT @mitchellvii: We won't get to brokered convention but even if we did they would pick Trump or be guaranteed a loss when he goes 3rd par¡­","Cleveland - Ohio"
1167,"Trump IS the right candidate 4 POTUS 2016. Don¡¯t leave it to chance or the GOPe. YOU MUST Get Up &amp; Go VOTE 4 Trump! https://t.co/GuzPnswUCy","California - USA"
1168,"RT @rorycooper: Trump will indeed unify many conservatives &amp; Republicans who haven't agreed on much lately but agree on #NeverTrump https:¡­","Rocket City"
1169,"RT @amrightnow: The Real Trump Trump About You Watch Make #1 https://t.co/j58e8aacrE #tcot #pjnet #1A #2A #Trump #trump2016 https://t.co¡­","New York "
1170,"RT @JoyAnnReid: Trump is the symptom. The reactionary extremism that the GOP allowed to overtake it once Obama was elected and re-elected i¡­","Texas"
1171,"RT @AmazonCan: This Trump bs makes me want to watch Bulworth with Warren Beatty. Who knew that we would have someone running with a similar¡­","New Orleans - LA"
1172,"RT @TRUMP_PREZ: 2-FACED JOHN KASICH &amp; LIAR TED CRUZ represent everything we hate about our govt. Make Your Vote Count VOTE TRUMP https:/¡­","Southern Born - Southern Bred"
1173,"RT @TRUMP_PREZ: Contrary to media narrative #LATINOS SUPPORT DONALD #TRUMP for his stance on immigration &amp; #economy. VOTE TRUMP. https:/¡­","Charlotte - NC"
1174,"RT @ScottAdamsSays: Trump doesn't need to improve his favorability to win the general. He only needs to decrease Clinton's favorability. Do¡­","Occupied South Carolina"
1175,"RT @heymikemayo: i just got thrown out of the trump rally for crime of filming/tweeting. was given choice of jail/arrest or leaving by pbso¡­","SomewhereAwful"
1176,"RT @immigrant4trump: African Americans for Trump 2016 ??https://t.co/UjMTAK5lEL #Trump2016 #BlacksForTrump @TaraSetmayer @ErinBurnett https:¡­","Around"
1177,"RT @jbendery: Trump has done more than a dozen TV interviews without a single question about his top aide assaulting a reporter https://t.c¡­","Michigan"
1178,"RT @kenvogel: SCOOP: Anti-Trump donors huddle w/ @SpeakerRyan in Palm Beach at start of 2-day confab. w/ @iarnsdorf @jakesherman: https://t¡­","Washington - DC"
1179,"RT @FoxNews: .@oreillyfactor: Many in the media believe that journalists are not acting responsibly unless they...are labeling Trump a big¡­","Bakersfield"
1180,"RT @heymikemayo: i just got thrown out of the trump rally for crime of filming/tweeting. was given choice of jail/arrest or leaving by pbso¡­","Riverwest - Milwaukee"
1181,"@TheWelshTwitt @ss31704_s @paulbenedict7 @pupbroofdog @AllenWest No friend! Only an allience of Trump/Cruz will ensure a win &amp; unity of all","US"
1182,"RT @realDonaldTrump: Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on o¡­","Powellsville - N.C."
1183,"RT @jbendery: Trump has done more than a dozen TV interviews without a single question about his top aide assaulting a reporter https://t.c¡­","Germany"
1184,"RT @TRUMP_PREZ: 2-FACED JOHN KASICH &amp; LIAR TED CRUZ represent everything we hate about our govt. Make Your Vote Count VOTE TRUMP https:/¡­","Texas - USA"
1185,"RT @mitchellvii: IMHO Soros and MoveOn are helping Trump with their violent racist protests. They are making America seek a strong leader.","USA"
1186,"RT @ericsmithrocks: 2016: Trump won't win. 2017: President Trump can't do that can he? 2018: You watching The Hunger Games tonight? I ho¡­","they/them "
1187,"RT @RealDeal4US: .@josie13211 Your #NeverTrump orders are: 1&gt; RT heck out of our pinned ad using Trump hashtags 2&gt; RT crowdfunder: https://¡­","Texas"
1188,"@RednaxalA Mark Levin just offered up his studio for a 2 hour debate between Cruz and Trump The pussy won't show! @JustMe3316 @bobbysteelsny","Texas"
1189,"The day after Trump said he listens to himself on Foreign Policy b/c he has a very good brain his camp does this: https://t.co/7qhAAQ0hAK","Washington - DC"
1190,"RT @iLuvvit: Stunned by Trump¡¯s dominance some GOP pundits concede that Dems have been right about Republicans all along https://t.co/4zwi¡­","The 'Dena"
1191,"RT @TeaPainUSA: POLL: One half of women have a unfavorable view of Donald Trump. Apparently the other half have an unfavorable view of them¡­","PDX"
1192,"RT @TeaPainUSA: POLL: One half of women have a unfavorable view of Donald Trump. Apparently the other half have an unfavorable view of them¡­","Tokyo - Seoul - London - New York"
1193,"RT @LibertyShines1: No! It means he beat the establishment &amp; they play by his rules or lose power! #Cruz never fed the est like #Trump http¡­","Delaware"
1194,"RT @veganvecoh: 69 Yr-old Trump Supporter Judy Beaty¡¯s house was vandalized &amp; she received Death Threats from Bernie Supporters/BLM https:/¡­","Central Pennsylvania"
1195,"RT @mso_agents: Neil Woodford speaks on deflation house prices Warren Buffett - and Trump - https://t.co/Q8ILCDvj8A: Tel... https://t.co/¡­","Sydney - New South Wales"
1196,"RT @loganscreek: @realDonaldTrump Debate @tedcruz 1on1. How did he lie?Clearly Trump is afraid of Ted. Strong conservative policy vs plati¡­","united states of america"
1197,"RT @LindaSuhler: Senator Jeff Sessions endorses Donald Trump. Lyin' Ted Cruz is being promoted by Lindsey Graham. Mind blowing huh? ?? VOT¡­","Charlotte - NC"
1198,"@RealTrump2016 If Congress succeeds in pushing Trump out of the Presidency the only satisfaction will be a bunch of empty seats in Congress.","Montgomery - Texas"
1199,"RT @heymikemayo: i just got thrown out of the trump rally for crime of filming/tweeting. was given choice of jail/arrest or leaving by pbso¡­","California - USA"
1200,"@GOP #RNC If U support #Trump be in Cleveland for convention. We need hordes of supporters in case the RNC tries some shit! Arm &amp; defend!","Republic of Texas"
1201,"RT @JoyAnnReid: Trump is the symptom. The reactionary extremism that the GOP allowed to overtake it once Obama was elected and re-elected i¡­","Wisconsin"
1202,"RT @TeachMe2D0ugie: If Donald Trump wins the presidency with no background in politics I shouldn't have to graduate college to get a good j¡­","11.08"
1203,"RT @jenilynn1001: We can't let a murderer be our next POTUS who's married to a Rapist!! #NeverHillary #HillaryForPrison #Trump 2016???? http¡­","Connecticut - USA"
1204,"RT @RyanJensen2018: Please watch video! Donald Trump is a great man and would be a great president! #TrumpTrain #MakeAmericaGreatAgain htt¡­","Maine - USA"
1205,"RT @TheresaMechele: Pastor Mark Burns of South Carolina Endorses Donald J. Trump. Mr. Trump has defended Christians and Christmas. https:¡­","Washington - DC"
1206,"RT @NeilTurner_: @realDonaldTrump https://t.co/RBt4zoJE8n Trump is the only one who will take care of our veterans! #VoteTrump https://t.co¡­","Tampa florida"
1207,"RT @johnmappin: @slone EXCITING REPORT ON DONALD TRUMP FROM SWITZERLAND - @realDonaldTrump has fans everywhere.. #Trump https://t.co/SvdCcD¡­","America..USA"
1208,"RT @kindcutesteve: Trump's top foreign policy advisor? 'I'm speaking with myself' (scary) https://t.co/4wwO1xBKOc #p2 #AINF #TNTVote https:¡­","houston tx"
1209,"RT @cnni: The end of America or what we need ? What people across the globe think of Donald Trump https://t.co/UkYhSoNer2 https://t.co/F¡­","Norwich - England"
1210,"@mitchellvii Hmm what was his percentage in Mo or Illinois or NC? NOT 13! Credit deserved where credit is due. He and Trump top 2 accept it","Louisiana - USA"
1211,"RT @BeStrongAllways: Hell just froze over! Krauthammer: I Was Wrong for Laughing at Trump¡­ Democrats Are Worried (VIDEO) https://t.co/9BrMY¡­","ohio/texas"
1212,"I have a couple friends that are Trumpbots and they get angry when I ask them What is trump going to do no Idea ?sad https://t.co/fPQqU3rH2a","Pennsylvania - USA"
1213,"@amandacarpenter @PatrickSvitek @marcorubio @tedcruz @MarcACaputo In the meantime.Emerson Poll NY March 14-16: 64% Trump 12% Cruz 1% Kasich","New York City/Florida"
1214,"RT @business: The M&amp;A community thinks Donald Trump would be the best U.S. president for dealmaking https://t.co/ekKucgWg0R https://t.co/Xj¡­","South Florida "
1215,"RT @realDonaldTrump: .@WSJ Editorial says Clinton primary vote total is 8 646 551.Trump's is 7 533 692 -a knock. But she had only 3 oppone¡­","Heaven Bound!"
1216,"RT @lgmaterna: #ArizonaPrimary #Phoenix #Utah #SaltLakeCity #idahoprimary #SuperTuesday #Idaho AMERICA TURN IT AROUND????Vote Trump https:/¡­","home"
1217,"RT @mlcalderone: Politico joins growing ranks of outlets barred from Trump events after critical coverage: https://t.co/bJ4QpaJs7g https://¡­","Twin Cities - MN"
1218,"RT @KekHamo: Note to everyone: comparing Trump or Obama to Hitler makes a joke out of the victims of the holocaust it diminishes their suf¡­","RT ¡Ù Endorsement"
1219,"RT @PantanoLaw: There are only two candidates left who can mathematically win the nomination: Trump and Cruz. A vote for @JohnKasich is a¡­","America - The Heart of it all"
1220,"RT @hugoc3318: Citizen Activism Helps Overpower Trump¡¯s Hateful Message https://t.co/IewMJWhlFy #TNTvote #AINF #Tcot @UniteBlue https://t.¡­","houston tx"
1221,"RT @loudobbsnews: Big Help to @realDonaldTrump: Pro-Illegal Immigration Activists to Rally against Trump - Breitbart https://t.co/8Sscf1B9e¡­","West Coast"
1222,"RT @Campaign_Trump: They are not against Trump. They are against what Trump represents. #Trump represent anti-establishment. GOP &amp; DEMS are¡­","Wisconsin - USA"
1223,"RT @immigrant4trump: Halfway there! Trump 673 delegates needs 564 to win the nomination. AZ: Trump +12 CA +16 NY: Trump +27 NJ: Trump ¡­","Los Angeles - California"
1224,"RT @business: The M&amp;A community thinks Donald Trump would be the best U.S. president for dealmaking https://t.co/ekKucgWg0R https://t.co/Xj¡­","California - USA"
1225,"RT @realDonaldTrump: .@WSJ Editorial says Clinton primary vote total is 8 646 551.Trump's is 7 533 692 -a knock. But she had only 3 oppone¡­","Belle - WV "
1226,"RT @HispanicsTrump: For those of you who think a Hispanic can't support Trump! All lovers of America support him! #Trump2016 https://t.co/M¡­","Arizona - USA"
1227,"@loudobbsnews @realDonaldTrump @DiamondandSilk obama= shame &amp; embarrassment 2 USA TRUMP ONLY COMMON SENSE CANDIDATE https://t.co/GJh7GzKxu5","Port Saint Lucie Florida"
1228,"RT @TrumpMyPres: SEN. LINDSEY GRAHAM TO FUNDRAISE FOR #TedCruz = MORE VOTES FOR #TRUMP - Breitbart https://t.co/Y3U23jpJ5v via @realdonaldt¡­","Ft Lauderdale "
1229,"RT @mlcalderone: Politico joins growing ranks of outlets barred from Trump events after critical coverage: https://t.co/bJ4QpaJs7g https://¡­","Dallas - TX"
1230,"RT @HillaryClinton: Hate isn't an American value. Division isn't something to be glorified. We can¡¯t let Trump be our next president. https¡­","The OC/US Virgin Islands"
1231,"RT @GetWisdomDude: GOP Stopped ALL Pres Obama's Jobs Bills No Wonder Workers Flock to Trump Revenge against GOP https://t.co/38DDvu5Z1o htt¡­","#NJ "
1232,"if u r a republican you can email your senator/congressman &amp; tell them if they lay off trump u will not vote for their democrat challenger","Ashtabula - OH"
1233,"RT @WayneDupreeShow: SHAMEFUL! GOPe tries 2 pass themselves off as grassroots in this letter 2 stop Trump! https://t.co/QvZjThZc8a #TrumpTr¡­","Alexandria - VA"
1234,"RT @mitchellvii: Example of GOPe'ers starting to lean Trump? Kevin McCarthy said Trump intensity could help GOP win House seats. https://¡­","West Virginia - USA"
1235,"RT @NoHolidayforGOP: #TNTweeters #Trump demands automatic pass #GOPNomination if they don't meet his demands he is threatening w/ #Riots h¡­","houston tx"
1236,"RT @Joe_Bartels: Fountain Hills Trump's rally will be held at fountain park not the community center as first reported by campaign https:/¡­","Land of Rationality"
1237,"RT @JWeismonger: Well there you have it-Hillary Clinton doesn't like the US &amp; the rest of the world comes first before US-Vote Trump https:¡­","United States"
1238,"RT @GlennF: ¡°President Trump¡± is the ultimate winning argument on Obama being wrong about forcing Apple to create a government bypass on iO¡­","SoCal"
1239,"RT @TheFliestPlane: When Donald Trump becomes president and you're walking down the street and hear Aye boy where ya freedom papers? http¡­","Northern Va"
1240,"RT @BlissTabitha: Top Black Lives Matter Activist Threatens White People If Trump Wins: ¡°Young N***as¡± Will ¡°Incite Riots Everywhere¡±¡­ http¡­","USA"
1241,"RT @realDonaldTrump: Highly overrated &amp; crazy @megynkelly is always complaining about Trump and yet she devotes her shows to me. Focus on o¡­","space"
1242,"RT @HillaryClinton: Hate isn't an American value. Division isn't something to be glorified. We can¡¯t let Trump be our next president. https¡­","Grantville - GEORGIA USA"
1243,"RT @BPPope: @realDonaldTrump ??????Pennsylvania Trump Was Angry That Coal Jobs Were Dessimated??????Vote Trump?????????????????????????????????????????? https://t.c¡­","North Carolina"
1244,"RT @TRUMP_PREZ: LIAR TED CRUZ voted to TRIPLE the amount of visas for immigrants which means less jobs for Americans. VOTE TRUMP. https:/¡­","Westhampton - NY"
1245,"RT @Mike_Beacham: #TRUTH #TRUMP LEADERSHIP #MakeAmericaGreatAgain EXPERIENCE #FreeEnterprise PROTECT AMERICA @realDonaldTrump https¡­","United States"
1246,"RT @Impolitics: Trump predicts riots if he loses at the convention. Yet when Dr. King said injustice spurs violence men like Trump called ¡­","Conroe - TX"
1247,"RT @EsotericCD: Come a Trump nomination suddenly their guilty conscience will kick in boom: no more phone-ins for Donny. Our integrity¡­","OKieLand / Somewhere Near TX Border"
1248,"RT @AmandaMarcotte: Trump is the gangster candidate running a campaign of threats and intimidation. https://t.co/Ik9QY5KHIO https://t.co/N¡­","New York"
1249,"RT @LindaSuhler: You clowns melting down that Trump will 'disturb' nat'l/world 'order?' WTH you talking about? You F'd it up &amp; it will take¡­","Boise - ID"
1250,"Trump IS the right candidate 4 POTUS 2016. Don¡¯t leave it to chance or the GOPe. YOU MUST Get Up &amp; Go VOTE 4 Trump! https://t.co/KXsi9F1uJA","California - USA"
1251,"RT @realDonaldTrump: .@WSJ Editorial says Clinton primary vote total is 8 646 551.Trump's is 7 533 692 -a knock. But she had only 3 oppone¡­","Westwood - NJ"
1252,"RT @baseballcrank: Can Ted Cruz beat Hillary? Uphill battle but unlike Trump he'd have a united party behind him &amp; nobody outworks Ted Cru¡­","Southern California"
1253,"RT @Johnatsrs1949: Pls RT. Trump supporters please call #STOP #RNC @reince and tell him we vote Trump Only. 202 863 8500 press 9 then 7 htt¡­","Southern Born - Southern Bred"
1254,"RT @TheFliestPlane: When Donald Trump becomes president and you're walking down the street and hear Aye boy where ya freedom papers? http¡­","Maryland"
1255,"RT @eye2winner: Drudge polls distort spam stand for nothing principled just as is true of Demagogue Hitlarian Trump #NeverTrump https://¡­","On the same planet as you"
1256,"RT @mitchellvii: There won't be brokered convention. Trump will win this straight up. Every Trump win Cruz becomes more impossible depre¡­","USA"
1257,"RT @A1speaker: Trump IS the right candidate 4 POTUS 2016. Don¡¯t leave it to chance or the GOPe. YOU MUST Get Up &amp; Go VOTE 4 Trump! https://¡­","Fenton - MO"
1258,"What @oreillyfactor is doing is Calling Trump Supporters Racists. Bill's doing it for GOPe and @Foxnews Fuck Democrats. It started 8 yrs ago","Proudly Blocked by Dana Perino"
1259,"RT @steph93065: .@Greta Trump is doing just fine without advice from @Karlrove; the guy who presided over two devastating loses. THANKS a¡­","Phoenix - AZ"
1260,"RT @tbhjuststop: Leo won an Oscar. Trump is a serious presidential candidate. Kanye is broke. Do what you want in 2016. Anything is possibl¡­","ventura"
1261,"RT @realDonaldTrump: .@WSJ Editorial says Clinton primary vote total is 8 646 551.Trump's is 7 533 692 -a knock. But she had only 3 oppone¡­","Belleview - FL"
1262,"RT @WayneDupreeShow: New Arizona Poll - Trump 37.3% Cruz 23.3.% Kasich 14.6%; Winner Take All! https://t.co/VAhhVNd5QZ #AlwaysTrump #Tru¡­","United States"
